ID Variant;category;name;Brand Name;Basic - Price;In Stock;Track Stock;Track Alert;Track Cost;Cost Amount
97334667;kertas papir;papir mascote;Unbranded;8000;30;Yes;Yes;Yes;6000
97342992;rokok gudang garam;surya 12;Unbranded;26000;13;Yes;Yes;Yes;24191
97342998;rokok gudang garam;surya 16;Unbranded;34000;3;Yes;Yes;Yes;32144
97343015;rokok gudang garam;signature;Unbranded;25000;13;Yes;Yes;Yes;23092
97343028;rokok gudang garam;signature mild;Unbranded;31500;0;Yes;Yes;Yes;29000
97343054;rokok gudang garam;surya pro merah;Unbranded;31000;2;Yes;Yes;Yes;28953
97343057;rokok gudang garam;surya pro putih;Unbranded;31000;1;Yes;Yes;Yes;27162
97343106;rokok gudang garam;gudang garam merah;Unbranded;16000;4;Yes;Yes;Yes;14467
97343122;rokok gudang garam;gudang garam djaya;Unbranded;15000;5;Yes;Yes;Yes;13441
97343134;rokok gudang garam;gudang garam patra;Unbranded;14000;5;Yes;Yes;Yes;12770
97343163;rokok lodjie;lodjie bold;Unbranded;18500;0;Yes;Yes;Yes;17500
97343176;rokok lodjie;lodjie premio 16;Unbranded;10500;15;Yes;Yes;Yes;9500
97343215;rokok lodjie;lodjie premio mentol;Unbranded;8500;3;Yes;Yes;Yes;7200
97343221;rokok lodjie;lodjie ijo;Unbranded;8000;11;Yes;Yes;Yes;6905
97343259;rokok lodjie;lodjie istimewa;Unbranded;7500;4;Yes;Yes;Yes;6500
97343438;rokok lodjie;lodjie mld;Unbranded;19500;-2;Yes;Yes;Yes;17500
97343447;rokok lodjie;lodjie mld mentol;Unbranded;19500;2;Yes;Yes;Yes;18000
97343528;rokok sampoerna;sampoerna ultramild 16;Unbranded;23500;0;Yes;Yes;Yes;22500
97343541;rokok sampoerna;sampoerna ultramild 12;Unbranded;17500;0;Yes;Yes;Yes;16400
97343550;rokok sampoerna;sampoerna mild menthol brust;Unbranded;33500;1;Yes;Yes;Yes;31552
97351135;rokok sampoerna;sampoerna splash tropical 16;Unbranded;29000;2;Yes;Yes;Yes;27344
97351163;rokok sampoerna;sampoerna kretek;Unbranded;15000;20;Yes;Yes;Yes;13606
97352434;alat linting;alat linting kecil 3b;Unbranded;7000;67;Yes;Yes;Yes;2701
97352446;alat linting;alat linting slorok 3b;Unbranded;25000;3;Yes;Yes;Yes;13000
97352457;alat linting;lem kecil;Unbranded;2500;130;Yes;Yes;Yes;1000
97352575;rokok marlboro;marlboro filter black 20;Unbranded;38000;1;Yes;Yes;Yes;36262
97352607;rokok marlboro;marlboro filter black 16;Unbranded;30000;3;Yes;No;Yes;28450
97352613;rokok marlboro;marlboro filter black 12;Unbranded;23000;3;Yes;Yes;Yes;21502
97352623;rokok djarum;djarum super 12;Unbranded;25000;12;Yes;Yes;Yes;22830
97352628;rokok djarum;djarum super 16;Unbranded;33000;2;Yes;No;Yes;30738
97352648;rokok djarum;djarum coklat;Unbranded;15000;3;Yes;Yes;Yes;14279
97352657;rokok djarum;djarum coklat extra;Unbranded;15500;5;Yes;Yes;Yes;13474
97352692;rokok djarum;djarum 76 12;Unbranded;16000;8;Yes;Yes;Yes;14264
97352723;rokok djarum;djarum 76 16;Unbranded;20000;2;Yes;Yes;Yes;18904
97352735;rokok djarum;djarum black;Unbranded;32000;3;Yes;Yes;Yes;30668
97352745;rokok djarum;djarum black cappucino;Unbranded;32000;3;Yes;Yes;Yes;30219
97352766;rokok djarum;djarum super wave;Unbranded;16000;0;Yes;No;Yes;15000
97354234;tembakau mole;mariboro ice mentol;Unbranded;8000;7;Yes;Yes;Yes;4300
97354240;tembakau mole;mariboro berry mint;Unbranded;8000;14;Yes;Yes;Yes;4308
97555426;rokok herbal;st raos paling eco spesial oxy;Unbranded;42000;0;Yes;No;Yes;38000
97555643;rokok herbal;st getszemani;Unbranded;35000;0;Yes;Yes;Yes;32208
97555712;rokok herbal;st alastu caffetin;Unbranded;37000;1;Yes;Yes;Yes;34000
97556213;rokok herbal;st alastu blokosutho;Unbranded;29000;3;Yes;Yes;Yes;26375
97556244;rokok herbal;st merah putih;Unbranded;24000;6;Yes;Yes;Yes;21497
97556252;rokok herbal;st raos ngeten mawon;Unbranded;20000;0;Yes;Yes;Yes;17500
97556297;rokok herbal;st raos ngeten purun oxy;Unbranded;16000;6;Yes;Yes;Yes;13521
97556415;rokok herbal;st matur suwun;Unbranded;12000;-3;Yes;Yes;Yes;10050
97556836;rokok djisamsoe;djisamsoe super premium;Unbranded;21000;2;Yes;Yes;Yes;19305
97556852;rokok djisamsoe;djisamsoe 12;Unbranded;20000;4;Yes;Yes;Yes;18205
97556903;rokok djisamsoe;magnum mild;Unbranded;29000;4;Yes;Yes;Yes;22825
97556915;rokok djisamsoe;magnum filter;Unbranded;24500;0;Yes;Yes;Yes;22800
97557123;rokok mix ;esse change applemint;Unbranded;34000;-1;Yes;Yes;Yes;30233
97557975;rokok mix ;esse berry pop;Unbranded;31000;5;Yes;Yes;Yes;29296
97557999;rokok mix ;camel white;Unbranded;27000;-1;Yes;Yes;Yes;24911
97558012;rokok mix ;camel yellow;Unbranded;28000;2;Yes;Yes;Yes;25917
97558798;rokok mix ;LA lights;Unbranded;32000;2;Yes;Yes;Yes;28000
97559097;rokok mix ;LA mentol;Unbranded;32000;2;Yes;Yes;Yes;24547
97559161;rokok mix ;LA ice;Unbranded;32000;2;Yes;Yes;Yes;29778
97559290;rokok mix ;red black;Unbranded;22000;2;Yes;Yes;Yes;19319
97559504;rokok mix ;red black menthol;Unbranded;22000;9;Yes;Yes;Yes;20564
97559555;rokok mix ;red mild;Unbranded;22000;5;Yes;Yes;Yes;18817
97559568;rokok mix ;red mild menthol;Unbranded;22000;7;Yes;Yes;Yes;20305
97559577;rokok mix ;duff fruitmix;Unbranded;21000;0;Yes;Yes;Yes;19234
97559584;rokok mix ;duff berry;Unbranded;21000;0;Yes;Yes;Yes;19069
97559768;rokok djarum;cigarillos;Unbranded;14000;10;Yes;No;Yes;12557
97559846;rokok marlboro;marlboro kretek merah;Unbranded;12000;10;Yes;Yes;Yes;10873
97559899;rokok mix ;169  16;Unbranded;10500;2;Yes;Yes;Yes;8949
97560073;rokok mix ;gajah baru;Unbranded;17000;14;Yes;Yes;Yes;15584
97563125;rokok mix ;mozza;Unbranded;16000;3;Yes;Yes;Yes;14753
97563213;rokok mix ;forza;Unbranded;12000;0;Yes;Yes;Yes;10793
97563229;rokok mix ;filla bold;Unbranded;21500;5;Yes;Yes;Yes;19919
97563487;rokok mix ;djeruk special;Unbranded;12500;1;Yes;Yes;Yes;11200
97563552;rokok mix ;djeruk emas;Unbranded;14500;-1;Yes;Yes;Yes;13116
97563714;rokok mix ;djeruk kretek 10;Unbranded;7000;10;Yes;Yes;Yes;6332
97563769;rokok mix ;dados;Unbranded;6500;0;Yes;Yes;Yes;5300
97563891;rokok mix ;esse change juice 16;Unbranded;22000;0;Yes;Yes;Yes;21000
97564034;rokok mix ;harmoni kretek 16;Unbranded;11500;8;Yes;Yes;Yes;10302
97564041;rokok mix ;tabaco;Unbranded;12000;2;Yes;Yes;Yes;10865
97564091;rokok mix ;harmoni filter 12;Unbranded;15000;-1;Yes;Yes;Yes;13431
97564106;rokok mix ;juara kretek;Unbranded;14500;3;Yes;Yes;Yes;13236
97564151;rokok mix ;win mild 16;Unbranded;20000;0;Yes;Yes;Yes;18351
97564162;rokok mix ;win mild minticeta;Unbranded;21000;0;Yes;Yes;Yes;19879
97564177;rokok mix ;win bold;Unbranded;27000;4;Yes;Yes;Yes;25620
97566359;rokok mix ;torino;Unbranded;18500;0;Yes;Yes;Yes;17500
97566555;rokok mix ;milenium;Unbranded;18500;0;Yes;Yes;Yes;17500
97566579;rokok mix ;grendel mild;Unbranded;17000;0;Yes;Yes;Yes;15000
97566843;rokok mix ;grendel utama;Unbranded;8000;0;Yes;Yes;Yes;7000
97566856;rokok mix ;grendel filter biru;Unbranded;15000;0;Yes;Yes;Yes;13400
97566873;rokok mix ;sukun executive 16;Unbranded;23000;4;Yes;Yes;Yes;21213
97566934;rokok mix ;sukun special 16;Unbranded;23500;4;Yes;Yes;Yes;22148
97567239;rokok mix ;camel intense blue;Unbranded;20000;0;Yes;Yes;Yes;19000
97567251;rokok mix ;363;Unbranded;12000;3;Yes;Yes;Yes;10478
97567267;rokok mix ;aspro 16;Unbranded;21500;3;Yes;Yes;Yes;20468
97567504;rokok mix ;viper;Unbranded;20000;4;Yes;Yes;Yes;18899
97567522;rokok mix ;crystal;Unbranded;19500;1;Yes;Yes;Yes;18099
97567530;rokok mix ;apache 20;Unbranded;15000;-1;Yes;Yes;Yes;14000
97567658;rokok mix ;orbit;Unbranded;8500;19;Yes;Yes;Yes;7434
97567669;rokok mix ;halim;Unbranded;23500;4;Yes;Yes;Yes;22010
97567706;rokok mix ;janaka;Unbranded;7000;1;Yes;Yes;No;
97567712;rokok mix ;wismilak kretek;Unbranded;15000;0;Yes;Yes;Yes;13800
97567722;rokok mix ;dunhill hitam 16;Unbranded;29000;4;Yes;Yes;Yes;27250
97568137;rokok mix ;dunhill putih 16;Unbranded;29000;3;Yes;Yes;Yes;27277
97568167;rokok mix ;diplomat evo;Unbranded;23000;7;Yes;Yes;Yes;21810
97568172;rokok mix ;diplomat mild;Unbranded;24000;3;Yes;Yes;Yes;22149
97568213;rokok mix ;aroma kretek 12;Unbranded;11000;0;Yes;Yes;Yes;9684
97568236;rokok mix ;aroma bold 12;Unbranded;16000;3;Yes;Yes;Yes;14990
97568254;rokok mix ;country;Unbranded;27000;7;Yes;Yes;Yes;25409
97568281;rokok mix ;marcopolo coklat;Unbranded;27000;3;Yes;Yes;Yes;25108
97568308;rokok mix ;kennedy;Unbranded;26500;3;Yes;Yes;Yes;24917
97568331;rokok mix ;arres;Unbranded;15000;0;Yes;Yes;Yes;12350
97568605;accessories;kotak rokok jati belanda;Unbranded;20000;-8;Yes;Yes;Yes;12000
97571618;tembakau taru harum;rhino apel;Unbranded;18000;17;Yes;Yes;Yes;15000
97571873;tembakau taru harum;rhino coffe;Unbranded;18000;4;Yes;Yes;Yes;15000
97573062;rokok marlboro;marlboro merah;Unbranded;43000;1;Yes;Yes;Yes;41092
97573080;rokok marlboro;marlboro gold;Unbranded;43000;3;Yes;Yes;Yes;39231
97573137;rokok marlboro;marlboro ice brust;Unbranded;43000;4;Yes;Yes;Yes;40177
97575187;rokok lodjie;lodji gold;Unbranded;9000;0;Yes;Yes;Yes;8000
97577110;rokok mix ;lucky strike merah;Unbranded;28000;0;Yes;Yes;Yes;26345
97577141;rokok mix ;lucky strike menthol;Unbranded;27000;0;Yes;Yes;Yes;26000
97577415;rokok djarum;mustang;Unbranded;17500;2;Yes;Yes;Yes;15990
97577447;rokok gudang garam;gudang garam internasional;Unbranded;26000;4;Yes;Yes;Yes;23966
97629498;rokok lodjie;lodji premio 12;Unbranded;8500;4;Yes;Yes;Yes;7490
97636436;rokok sampoerna;sampoerna splash sunny 16;Unbranded;29000;5;Yes;Yes;Yes;27316
97638332;rokok mix ;djeruk special kretek 12;Unbranded;7500;0;Yes;Yes;Yes;6533
97661432;kertas papir;papir royo oren;Unbranded;4000;7;Yes;Yes;Yes;2700
97662271;tembakau taru harum;rhino merah;Unbranded;17000;15;Yes;Yes;Yes;14000
97662278;tembakau taru harum;dream;Unbranded;18000;4;Yes;Yes;Yes;15200
97662296;kertas papir;papir violin;Unbranded;1500;0;Yes;Yes;Yes;800
97662430;kertas papir;papir kiai;Unbranded;500;265;Yes;Yes;Yes;270
97662443;kertas papir;papir mbako.com;Unbranded;500;6;Yes;Yes;Yes;300
97662446;kertas papir;papir wayang merah;Unbranded;500;33;Yes;Yes;Yes;336
97662458;kertas papir;papir satria;Unbranded;500;-2;Yes;Yes;Yes;300
97663724;cerutu;crt borobudur apel;Unbranded;10000;10;Yes;Yes;Yes;5355
97663732;cerutu;crt borobudur mint;Unbranded;10000;16;Yes;Yes;Yes;5213
97663737;cerutu;crt borobudur fruity;Unbranded;10000;11;Yes;Yes;Yes;4900
97663742;cerutu;crt borobudur coffee;Unbranded;10000;10;Yes;Yes;Yes;5400
97663747;cerutu;crt noraken;Unbranded;14000;1;Yes;Yes;Yes;9400
97663752;cerutu;crt ramayana corona;Unbranded;8000;41;Yes;Yes;Yes;5423
97663755;cerutu;crt ramayana senioritas;Unbranded;7000;11;Yes;Yes;Yes;4780
97663758;cerutu;crt senator;Unbranded;10000;10;Yes;Yes;Yes;5279
97663764;cengkeh;menyan madu cap 888;Unbranded;5000;12;Yes;Yes;Yes;3000
97663767;cengkeh;klembak sentel tjap pari;Unbranded;1500;22;Yes;Yes;Yes;800
97663924;accessories;korek roda;Unbranded;2500;5;Yes;Yes;Yes;1400
97663925;accessories;korek cetik;Unbranded;3000;41;Yes;Yes;Yes;2000
97663926;accessories;korek bara;Unbranded;5000;17;Yes;Yes;Yes;2866
97663927;accessories;korek kayu;Unbranded;1000;17;Yes;Yes;Yes;355
97663960;filter;filter mild super;Unbranded;3000;0;No;No;Yes;1050
97663962;filter;filter mild super;Unbranded;17000;0;No;No;Yes;7500
97663963;filter;filter mild super;Unbranded;33000;0;No;No;Yes;15000
97663978;tembakau original;siluk;Unbranded;7000;0;No;No;Yes;2500
97663979;tembakau original;siluk;Unbranded;13000;0;No;No;Yes;5000
97663980;tembakau original;siluk;Unbranded;25000;0;No;No;Yes;10000
97663983;tembakau original;sindoro super soft;Unbranded;10000;0;No;No;Yes;4500
97663984;tembakau original;sindoro super soft;Unbranded;18000;0;No;No;Yes;9000
97663985;tembakau original;sindoro super soft;Unbranded;35000;0;No;No;Yes;18000
97663987;tembakau original;ampenan;Unbranded;7000;0;No;No;Yes;2500
97663988;tembakau original;ampenan;Unbranded;13000;0;No;No;Yes;5000
97663989;tembakau original;ampenan;Unbranded;25000;0;No;No;Yes;10000
97663996;tembakau original;sindoro lamuk antep;Unbranded;9000;0;No;No;Yes;4000
97663997;tembakau original;sindoro lamuk antep;Unbranded;16000;0;No;No;Yes;8000
97663998;tembakau original;sindoro lamuk antep;Unbranded;30000;0;No;No;Yes;16000
97664012;tembakau original;darmawangi;Unbranded;9000;0;No;No;Yes;4000
97664013;tembakau original;darmawangi;Unbranded;16000;0;No;No;Yes;8000
97664014;tembakau original;darmawangi;Unbranded;30000;0;No;No;Yes;16000
97664015;tembakau original;boyolali antep;Unbranded;9000;0;No;No;Yes;4000
97664016;tembakau original;boyolali antep;Unbranded;16000;0;No;No;Yes;8000
97664017;tembakau original;boyolali antep;Unbranded;30000;0;No;No;Yes;16000
97664023;tembakau original;taman kursi;Unbranded;7000;0;No;No;Yes;3250
97664024;tembakau original;taman kursi;Unbranded;13000;0;No;No;Yes;6500
97664025;tembakau original;taman kursi;Unbranded;25000;0;No;No;Yes;13000
97705796;rokok gudang garam;gudang garam klobot;Unbranded;11000;10;Yes;Yes;Yes;9849
97723564;tembakau original;besuki;Unbranded;8000;0;No;No;Yes;4000
97723565;tembakau original;besuki;Unbranded;15000;0;No;No;Yes;8000
97723566;tembakau original;besuki;Unbranded;28000;0;No;No;Yes;16000
97723690;tembakau original;escote;Unbranded;6500;0;No;No;Yes;2125
97723691;tembakau original;escote;Unbranded;12000;0;No;No;Yes;4250
97723692;tembakau original;escote;Unbranded;23000;0;No;No;Yes;8500
97723818;tembakau sw;sw vodka;Unbranded;13000;0;Yes;Yes;Yes;9000
97723821;tembakau sw;sw redwine;Unbranded;13000;-3;Yes;Yes;Yes;9000
97723823;tembakau sw;sw menthol;Unbranded;13000;0;Yes;Yes;Yes;9000
97723826;tembakau sw;sw apple;Unbranded;13000;0;Yes;Yes;Yes;9000
97746180;tembakau mole;darma 74 kuning;Unbranded;8000;13;Yes;Yes;Yes;5929
97763838;tembakau taru harum;hercules;Unbranded;11000;-3;Yes;Yes;Yes;9000
97763865;tembakau taru harum;patron;Unbranded;12000;-3;Yes;Yes;Yes;10000
97767243;kertas papir;papir pagupon;Unbranded;1000;24;Yes;Yes;Yes;448
97833914;rokok mix ;bagas;Unbranded;8500;0;Yes;Yes;Yes;7500
97870810;rokok mix ;juara filter;Unbranded;23000;1;Yes;Yes;Yes;21378
98025076;tembakau original;sopeng;Unbranded;13000;0;Yes;Yes;Yes;9000
98027480;kertas papir;papir irawan;Unbranded;500;-8;Yes;Yes;Yes;390
98031028;filter;filter klik strawbery;Unbranded;3000;-3;Yes;Yes;Yes;1600
98077239;alat linting;kain alat linting kecil;Unbranded;3000;6;Yes;Yes;Yes;1500
98143591;rokok marlboro;marlboro kretek biru;Unbranded;11000;10;Yes;Yes;Yes;9883
98385837;rokok djarum;djarum 76 madu hitam;Unbranded;14500;5;Yes;Yes;Yes;13189
98460187;rokok herbal;tani madjoe;Unbranded;12000;88;Yes;Yes;Yes;9300
98689799;rokok mix ;camel purple 12;Unbranded;19000;7;Yes;Yes;Yes;17437
98689866;rokok mix ;commodore filter;Unbranded;23000;0;Yes;Yes;Yes;21540
98921686;tembakau rasa;whisky mint;Unbranded;7000;0;No;No;Yes;3750
98921687;tembakau rasa;whisky mint;Unbranded;13000;0;No;No;Yes;7500
98921688;tembakau rasa;whisky mint;Unbranded;25000;0;No;No;Yes;15000
98921697;tembakau rasa;red wine;Unbranded;7000;0;No;No;Yes;3750
98921698;tembakau rasa;red wine;Unbranded;13000;0;No;No;Yes;7500
98921699;tembakau rasa;red wine;Unbranded;25000;0;No;No;Yes;15000
98921718;tembakau rasa;black wine;Unbranded;7000;0;No;No;Yes;3750
98921719;tembakau rasa;black wine;Unbranded;13000;0;No;No;Yes;7500
98921720;tembakau rasa;black wine;Unbranded;25000;0;No;No;Yes;15000
98921722;tembakau rasa;jamaica esse;Unbranded;7000;0;No;No;Yes;3750
98921723;tembakau rasa;jamaica esse;Unbranded;13000;0;No;No;Yes;7500
98921724;tembakau rasa;jamaica esse;Unbranded;25000;0;No;No;Yes;15000
98921749;tembakau rasa;strawberry mint;Unbranded;7000;0;No;No;Yes;3750
98921750;tembakau rasa;strawberry mint;Unbranded;13000;0;No;No;Yes;7500
98921751;tembakau rasa;strawberry mint;Unbranded;25000;0;No;No;Yes;15000
98921761;tembakau rasa;green tea;Unbranded;7000;0;No;No;Yes;3750
98921762;tembakau rasa;green tea;Unbranded;13000;0;No;No;Yes;7500
98921763;tembakau rasa;green tea;Unbranded;25000;0;No;No;Yes;15000
98921774;tembakau rasa;apple swett mint;Unbranded;7000;0;No;No;Yes;3750
98921775;tembakau rasa;apple swett mint;Unbranded;13000;0;No;No;Yes;7500
98921776;tembakau rasa;apple swett mint;Unbranded;25000;0;No;No;Yes;15000
98921785;tembakau rasa;cappucino;Unbranded;7000;0;No;No;Yes;3750
98921786;tembakau rasa;cappucino;Unbranded;13000;0;No;No;Yes;7500
98921787;tembakau rasa;cappucino;Unbranded;25000;0;No;No;Yes;15000
99144701;filter;filter regular mint;Unbranded;3000;0;No;No;Yes;1020
99144702;filter;filter regular mint;Unbranded;13000;0;No;No;Yes;5100
99144703;filter;filter regular mint;Unbranded;25000;0;No;No;Yes;10200
99307107;rokok herbal;assikha habbats;Unbranded;22000;35;Yes;Yes;Yes;16400
99632019;rokok mix ;harmoni filter 16;Unbranded;17000;0;Yes;Yes;Yes;15710
99925187;tembakau mole;marsbrand;Unbranded;16000;44;Yes;Yes;Yes;13818
100074472;rokok sampoerna;Djisamsoe elite 12;Unbranded;18500;3;Yes;Yes;Yes;16838
100480315;rokok djarum;djarum 76 filter 12;Unbranded;23000;4;Yes;Yes;Yes;21300
100483149;kertas papir;papir sam kiu;Unbranded;1000;0;No;No;Yes;453
100483150;kertas papir;papir sam kiu;Unbranded;2000;0;No;No;Yes;1359
100485590;cerutu;Crt adipati half corona;Unbranded;10000;0;Yes;Yes;Yes;5400
100485627;cerutu;Crt mundi victor;Unbranded;10000;7;Yes;Yes;Yes;5380
100486050;cerutu;Crt ramayana extra cigarilos;Unbranded;5000;6;Yes;Yes;Yes;3620
100486588;cerutu;Crt borobudur vanilla;Unbranded;10000;10;Yes;Yes;Yes;5400
100545612;tembakau original;Sindoro tionggang 45k;Unbranded;12000;0;No;No;Yes;4250
100545613;tembakau original;Sindoro tionggang 45k;Unbranded;23000;0;No;No;Yes;8500
100545614;tembakau original;Sindoro tionggang 45k;Unbranded;45000;0;No;No;Yes;17000
100819351;rokok sampoerna;Triton;Unbranded;21500;0;Yes;Yes;Yes;18950
101565018;rokok mix ;win mild 20;Unbranded;26500;5;Yes;Yes;Yes;20854
101568075;rokok gudang garam;surya kaleng ecer;Unbranded;2500;35;Yes;Yes;Yes;1852
101568109;rokok mix ;tali jagat;Unbranded;10500;2;Yes;Yes;Yes;9160
101568133;cengkeh;cengkeh menjangan putih;Unbranded;3000;49;Yes;Yes;Yes;1950
101903953;tembakau original;sindoro jumprit;Unbranded;12000;0;No;Yes;Yes;5000
101903954;tembakau original;sindoro jumprit;Unbranded;23000;0;No;Yes;Yes;10000
101903955;tembakau original;sindoro jumprit;Unbranded;45000;0;No;Yes;Yes;20000
102508858;rokok mix ;aroma mile;Unbranded;21000;0;Yes;Yes;Yes;18947
102508888;cengkeh;cengkeh 55;Unbranded;1000;-2;Yes;Yes;Yes;740
102508900;tembakau rasa;teh manis;Unbranded;7000;0;No;No;Yes;3775
102508901;tembakau rasa;teh manis;Unbranded;13000;0;No;No;Yes;7550
102508902;tembakau rasa;teh manis;Unbranded;25000;0;No;No;Yes;15100
103123472;rokok lodjie;lodjie cerutu;Unbranded;8500;4;Yes;Yes;Yes;7485
103123509;rokok mix ;camel yellow 12;Unbranded;19000;3;Yes;Yes;Yes;17405
103123533;rokok mix ;LA purple bost;Unbranded;32000;3;Yes;Yes;Yes;30668
103123561;rokok mix ;kerbau jaya 12;Unbranded;8000;5;Yes;Yes;Yes;6841
103221278;filter;filter regular super;Unbranded;3000;0;No;No;Yes;1050
103221279;filter;filter regular super;Unbranded;17000;0;No;No;Yes;7500
103221280;filter;filter regular super;Unbranded;30000;0;No;No;Yes;15000
103221567;tembakau rokok;tembakau rokok marlboro;Unbranded;6500;0;No;No;Yes;3100
103221568;tembakau rokok;tembakau rokok marlboro;Unbranded;12000;0;No;No;Yes;6200
128884311;tembakau rokok;tembakau rokok marlboro;Unbranded;55000;0;No;No;No;
103260539;rokok mix ;esse banana;Unbranded;20000;-5;Yes;Yes;Yes;18872
103260577;rokok mix ;esse change juicy 20;Unbranded;33000;0;Yes;Yes;Yes;30800
103260622;accessories;slepen;Unbranded;15000;-5;Yes;Yes;Yes;9972
103260811;rokok sampoerna;Arres bold;Unbranded;16000;4;Yes;Yes;Yes;14630
